country;iso_code;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;daily_vaccinations_raw;daily_vaccinations;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;daily_vaccinations_per_million;vaccines;source_name;source_website
Greenland;GRL;24/04/2021;;;;;3200;;;;56370;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;25/04/2021;;;;;3120;;;;54960;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;26/04/2021;131080;88100;42980;;3050;2309;1552;757;53720;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;27/04/2021;132140;88350;43790;1060;2440;2328;1556;771;42980;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;28/04/2021;138470;88580;49890;6330;2310;2439;156;879;40690;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;29/04/2021;141390;88670;52720;2920;2440;249;1562;929;42980;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;30/04/2021;;;;;1840;;;;32410;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;01/05/2021;;;;;1740;;;;30650;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;02/05/2021;;;;;1630;;;;28710;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;03/05/2021;141760;89000;52760;;1530;2497;1568;929;26950;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Greenland;GRL;04/05/2021;141770;89000;52770;10;1380;2497;1568;93;24310;Pfizer/BioNTech;Government of Greenland;https://corona.nun.gl/emner/statistik/antal_vaccinerede
Grenada;GRD;11/02/2021;0;0;;;;0;0;;;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;12/02/2021;;;;;290;;;;2580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;13/02/2021;;;;;290;;;;2580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;14/02/2021;;;;;290;;;;2580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;15/02/2021;;;;;290;;;;2580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;16/02/2021;1460;1460;;;290;13;13;;2580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;17/02/2021;;;;;490;;;;4350;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;18/02/2021;;;;;640;;;;5690;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;19/02/2021;;;;;810;;;;7200;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;20/02/2021;;;;;990;;;;8800;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;21/02/2021;;;;;1160;;;;10310;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;22/02/2021;;;;;1330;;;;11820;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;23/02/2021;12000;12000;;;1510;107;107;;13420;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;24/02/2021;;;;;2150;;;;19110;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;25/02/2021;;;;;2790;;;;24800;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;26/02/2021;30000;30000;;;3430;267;267;;30480;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;27/02/2021;;;;;3700;;;;32880;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;28/02/2021;;;;;3970;;;;35280;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;01/03/2021;;;;;4240;;;;37680;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;02/03/2021;;;;;4510;;;;40080;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;03/03/2021;;;;;4140;;;;36790;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;04/03/2021;;;;;3760;;;;33420;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;05/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;06/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;07/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;08/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;09/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;10/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;11/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;12/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;13/03/2021;;;;;3390;;;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;14/03/2021;84240;84240;;;3390;749;749;;30130;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;15/03/2021;86060;86060;;1820;3170;765;765;;28170;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;16/03/2021;;;;;2870;;;;25510;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;17/03/2021;;;;;2580;;;;22930;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;18/03/2021;;;;;2290;;;;20350;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;19/03/2021;;;;;2000;;;;17770;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;20/03/2021;;;;;1710;;;;15200;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;21/03/2021;;;;;1420;;;;12620;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;22/03/2021;;;;;1350;;;;12000;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;23/03/2021;;;;;1350;;;;12000;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;24/03/2021;98210;98210;;;1350;873;873;;12000;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;25/03/2021;;;;;1230;;;;10930;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;26/03/2021;;;;;1110;;;;9870;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;27/03/2021;;;;;1000;;;;8890;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;28/03/2021;;;;;880;;;;7820;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;29/03/2021;100840;100840;;;760;896;896;;6750;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;30/03/2021;;;;;650;;;;5780;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;31/03/2021;;;;;540;;;;4800;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;01/04/2021;;;;;550;;;;4890;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;02/04/2021;;;;;560;;;;4980;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;03/04/2021;103730;103710;20;;560;922;922;0;4980;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;04/04/2021;;;;;590;;;;5240;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;05/04/2021;;;;;610;;;;5420;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;06/04/2021;;;;;630;;;;5600;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;07/04/2021;;;;;640;;;;5690;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;08/04/2021;107170;107120;50;;660;952;952;0;5870;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;09/04/2021;108780;108580;200;1610;800;967;965;2;7110;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;10/04/2021;;;;;740;;;;6580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;11/04/2021;109110;108910;200;;670;97;968;2;5950;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;12/04/2021;;;;;740;;;;6580;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;13/04/2021;;;;;810;;;;7200;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;14/04/2021;;;;;880;;;;7820;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;15/04/2021;;;;;950;;;;8440;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;16/04/2021;114970;113880;1090;;880;1022;1012;1;7820;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;17/04/2021;;;;;970;;;;8620;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;18/04/2021;;;;;1060;;;;9420;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;19/04/2021;117310;115370;1940;;1000;1043;1025;17;8890;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;20/04/2021;;;;;1330;;;;11820;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;21/04/2021;;;;;1650;;;;14660;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;22/04/2021;127640;117790;9850;;1980;1134;1047;88;17600;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;23/04/2021;134580;121210;13370;6940;2800;1196;1077;119;24880;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;24/04/2021;;;;;3080;;;;27370;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;25/04/2021;;;;;3360;;;;29860;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;26/04/2021;;;;;3640;;;;32350;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;27/04/2021;145500;124450;21050;;3540;1293;1106;187;31460;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;28/04/2021;;;;;3650;;;;32440;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Grenada;GRD;29/04/2021;153970;126660;27310;;3760;1368;1126;243;33420;Oxford/AstraZeneca;Government of Grenada;https://www.facebook.com/HealthGrenada/photos/a.570448523487244/1005798353285590
Guatemala;GTM;25/02/2021;0;0;;;;0;0;;;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;26/02/2021;;;;;11120;;;;620;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;27/02/2021;22240;22240;;;11120;1;1;;620;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;28/02/2021;;;;;7750;;;;430;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;01/03/2021;24270;24270;;;6070;1;1;;340;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;02/03/2021;;;;;8360;;;;470;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;03/03/2021;;;;;9880;;;;550;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;04/03/2021;;;;;10980;;;;610;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;05/03/2021;;;;;11890;;;;660;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;06/03/2021;;;;;12800;;;;710;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;07/03/2021;;;;;15160;;;;850;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;08/03/2021;;;;;17520;;;;980;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;09/03/2021;;;;;17520;;;;980;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;10/03/2021;;;;;17520;;;;980;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;11/03/2021;199470;199470;;;17520;11;11;;980;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;12/03/2021;285340;285340;;85870;27280;16;16;;1520;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;13/03/2021;308900;308900;;23560;28150;17;17;;1570;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;14/03/2021;342170;342170;;33270;30400;19;19;;1700;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;15/03/2021;423300;423300;;81130;39480;24;24;;2200;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;16/03/2021;481300;481300;;58000;45270;27;27;;2530;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;17/03/2021;550600;550600;;69300;52660;31;31;;2940;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;18/03/2021;601820;601820;;51220;57480;34;34;;3210;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;19/03/2021;663990;663990;;62170;54090;37;37;;3020;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;20/03/2021;688520;688520;;24530;54230;38;38;;3030;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;21/03/2021;692660;692660;;4140;50070;39;39;;2790;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;22/03/2021;724050;724050;;31390;42960;4;4;;2400;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;23/03/2021;783500;783500;;59450;43170;44;44;;2410;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;24/03/2021;830760;830760;;47260;40020;46;46;;2230;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;25/03/2021;886940;886940;;56180;40730;5;5;;2270;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;26/03/2021;919180;919180;;32240;36460;51;51;;2040;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;27/03/2021;936010;932310;3700;16830;35360;52;52;0;1970;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;28/03/2021;942720;939020;3700;6710;35720;53;52;0;1990;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;29/03/2021;989200;984020;5180;46480;37880;55;55;0;2110;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;30/03/2021;1049190;1039590;9600;59990;37960;59;58;1;2120;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;31/03/2021;1081650;1069730;11920;32460;35840;6;6;1;2000;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;01/04/2021;1104380;1092460;11920;22730;31060;62;61;1;1730;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;02/04/2021;1127510;1115590;11920;23130;29760;63;62;1;1660;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;03/04/2021;1145110;1133190;11920;17600;29870;64;63;1;1670;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;04/04/2021;1162210;1150290;11920;17100;31360;65;64;1;1750;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;05/04/2021;1195580;1183250;12330;33370;29480;67;66;1;1650;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;06/04/2021;1234730;1218480;16250;39150;26510;69;68;1;1480;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;07/04/2021;1279450;1263200;16250;44720;28260;71;71;1;1580;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;08/04/2021;1326110;1309850;16260;46660;31680;74;73;1;1770;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;09/04/2021;1377160;1360770;16390;51050;35660;77;76;1;1990;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;10/04/2021;1390100;1373710;16390;12940;35000;78;77;1;1950;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;11/04/2021;1394900;1378510;16390;4800;33240;78;77;1;1860;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;12/04/2021;1434880;1417660;17220;39980;34190;8;79;1;1910;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;13/04/2021;1476140;1457950;18190;41260;34490;82;81;1;1930;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;14/04/2021;1508980;1490780;18200;32840;32790;84;83;1;1830;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;15/04/2021;1545560;1527330;18230;36580;31350;86;85;1;1750;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;16/04/2021;1577450;1559190;18260;31890;28610;88;87;1;1600;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;17/04/2021;1577990;1559730;18260;540;26840;88;87;1;1500;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;18/04/2021;1578000;1559740;18260;10;26160;88;87;1;1460;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;19/04/2021;1589180;1570920;18260;11180;22040;89;88;1;1230;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala;GTM;20/04/2021;1603700;1585430;18270;14520;18220;9;88;1;1020;Moderna, Oxford/AstraZeneca;Ministry of Health;https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
